NBA_Follower_Count,Len_Desc,Tagged_Count,propOfSpecialTexts,postsInThatDay,teamTagged,otherTagged,top3Tagged,bottom3Tagged,hasHashtag,Video,Not_Video,Afternoon,Evening,Morning,Night,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,1,2,3,4,5,6,7,8,9,10,11,12,Engagements
1.7491284598472034,0.698582946312034,2.2160116508590506,0.0038764556381094147,-1.6516850415426652,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,502093
1.7491284598472034,-0.13607488974923218,0.4367874088769997,-0.543573353606502,-1.6516850415426652,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,603380
1.7491284598472034,-0.6207149235912577,0.4367874088769997,-0.08736517923599248,-1.6516850415426652,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,603380
1.7491284598472034,-0.7014882625649287,-1.342436833105051,-1.455989702347521,-1.6516850415426652,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,725100
1.7491284598472034,-0.324546014021131,-0.45282471211402564,-0.9085398931029096,-1.6516850415426652,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,661446
1.7412521613969398,0.9409029632330468,0.4367874088769997,-0.7260566233547058,0.34820141475379945,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,322444
1.7412521613969398,0.9947518558821608,-0.45282471211402564,-0.48990180368055963,0.34820141475379945,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,722540
1.7412521613969398,0.5101118220401352,0.4367874088769997,-0.48990180368055963,0.34820141475379945,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,339265
1.7412521613969398,0.16009401982089455,0.4367874088769997,-0.46062641281186373,0.34820141475379945,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,443330
1.7412521613969398,1.3986185507505153,0.4367874088769997,-0.48990180368055963,0.34820141475379945,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,652193
1.7412521613969398,2.1255786015135536,0.4367874088769997,-0.6348149884806039,0.34820141475379945,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,652193
1.7412521613969398,1.2101474264786165,0.4367874088769997,-0.4295213100138746,0.34820141475379945,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,443330
1.7412521613969398,0.5908851610138062,0.4367874088769997,-0.08736517923599248,0.34820141475379945,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,713427
1.7412521613969398,0.752431838961148,-0.45282471211402564,-0.7716774407917568,0.34820141475379945,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,470233
1.7412521613969398,0.2947162514436794,0.4367874088769997,-0.08736517923599248,0.34820141475379945,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,675091
1.7412521613969398,1.6140141213469712,1.326399529868025,-0.1678725041249061,0.34820141475379945,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,443543
1.7412521613969398,-0.9438082794859414,-0.45282471211402564,2.9236087716093704,0.34820141475379945,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,718485
1.7412521613969398,0.8870540705839328,0.4367874088769997,-0.19264398870610983,0.34820141475379945,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,427347
